fold_id	heldout_dataset	outer_role	dataset	donor_id	biological_unit_id	sex	age_min	age_max	age_for_stratification	n_source_observations	sample_ids	source_observation_ids	observation_ids	age_bin	sex_stratum	global_inner_fold	split_seed	n_inner_folds	inner_fold	eligible_for_reference_fitting
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	SG_HEL_H181	aidav2::SG_HEL_H181	female	58.0	58.0	58.0	1	433d876b-1f07-48ab-be5d-6ddab43cdd1d	aidav2::433d876b-1f07-48ab-be5d-6ddab43cdd1d	aidav2::SG_HEL_H181::433d876b-1f07-48ab-be5d-6ddab43cdd1d	(45.0, 60.0]	female	1	42	3	1	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	SG_HEL_H182	aidav2::SG_HEL_H182	female	63.0	63.0	63.0	1	b449ac61-ed26-4179-a1d1-0464129306f8	aidav2::b449ac61-ed26-4179-a1d1-0464129306f8	aidav2::SG_HEL_H182::b449ac61-ed26-4179-a1d1-0464129306f8	(60.0, 75.0]	female	1	42	3	1	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	SG_HEL_H188	aidav2::SG_HEL_H188	female	66.0	66.0	66.0	1	4bd6913d-2d5c-43a1-996b-3a45c7535d2c	aidav2::4bd6913d-2d5c-43a1-996b-3a45c7535d2c	aidav2::SG_HEL_H188::4bd6913d-2d5c-43a1-996b-3a45c7535d2c	(60.0, 75.0]	female	1	42	3	1	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	SG_HEL_H189	aidav2::SG_HEL_H189	female	48.0	48.0	48.0	1	c6a5e016-6a20-4f33-bb7a-0f1154b6cb25	aidav2::c6a5e016-6a20-4f33-bb7a-0f1154b6cb25	aidav2::SG_HEL_H189::c6a5e016-6a20-4f33-bb7a-0f1154b6cb25	(45.0, 60.0]	female	0	42	3	0	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	SG_HEL_H191	aidav2::SG_HEL_H191	male	62.0	62.0	62.0	1	5a0314c5-2e7b-4939-a988-97bcc54d8888	aidav2::5a0314c5-2e7b-4939-a988-97bcc54d8888	aidav2::SG_HEL_H191::5a0314c5-2e7b-4939-a988-97bcc54d8888	(60.0, 75.0]	male	2	42	3	2	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	SG_HEL_H193	aidav2::SG_HEL_H193	female	33.0	33.0	33.0	1	90603b90-6517-4b17-9e0d-83c24c078dcc	aidav2::90603b90-6517-4b17-9e0d-83c24c078dcc	aidav2::SG_HEL_H193::90603b90-6517-4b17-9e0d-83c24c078dcc	(30.0, 45.0]	female	2	42	3	2	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	SG_HEL_H194	aidav2::SG_HEL_H194	male	40.0	40.0	40.0	1	ebe396d0-7fc6-4de9-a72d-c690ecc449ab	aidav2::ebe396d0-7fc6-4de9-a72d-c690ecc449ab	aidav2::SG_HEL_H194::ebe396d0-7fc6-4de9-a72d-c690ecc449ab	(30.0, 45.0]	male	0	42	3	0	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	SG_HEL_H195	aidav2::SG_HEL_H195	male	64.0	64.0	64.0	1	c748edf5-f1b6-49b9-a46c-7dba3f101f67	aidav2::c748edf5-f1b6-49b9-a46c-7dba3f101f67	aidav2::SG_HEL_H195::c748edf5-f1b6-49b9-a46c-7dba3f101f67	(60.0, 75.0]	male	1	42	3	1	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	SG_HEL_H198	aidav2::SG_HEL_H198	male	66.0	66.0	66.0	1	27fe3839-f991-43f7-9875-64956fc2fc50	aidav2::27fe3839-f991-43f7-9875-64956fc2fc50	aidav2::SG_HEL_H198::27fe3839-f991-43f7-9875-64956fc2fc50	(60.0, 75.0]	male	1	42	3	1	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	SG_HEL_H199	aidav2::SG_HEL_H199	male	60.0	60.0	60.0	1	3c3184f3-3723-4381-8b00-cf7798781bec	aidav2::3c3184f3-3723-4381-8b00-cf7798781bec	aidav2::SG_HEL_H199::3c3184f3-3723-4381-8b00-cf7798781bec	(45.0, 60.0]	male	1	42	3	1	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	SG_HEL_H209	aidav2::SG_HEL_H209	female	56.0	56.0	56.0	1	9893b3b1-ea75-4f0b-9ad5-b64871941461	aidav2::9893b3b1-ea75-4f0b-9ad5-b64871941461	aidav2::SG_HEL_H209::9893b3b1-ea75-4f0b-9ad5-b64871941461	(45.0, 60.0]	female	2	42	3	2	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	SG_HEL_H213	aidav2::SG_HEL_H213	female	31.0	31.0	31.0	1	cf031271-a895-404b-a12f-ca177c6efc1c	aidav2::cf031271-a895-404b-a12f-ca177c6efc1c	aidav2::SG_HEL_H213::cf031271-a895-404b-a12f-ca177c6efc1c	(30.0, 45.0]	female	1	42	3	1	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	SG_HEL_H214	aidav2::SG_HEL_H214	male	30.0	30.0	30.0	1	a1c67f8b-f075-477b-8286-858791ba45d4	aidav2::a1c67f8b-f075-477b-8286-858791ba45d4	aidav2::SG_HEL_H214::a1c67f8b-f075-477b-8286-858791ba45d4	(-0.001, 30.0]	male	1	42	3	1	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	SG_HEL_H217	aidav2::SG_HEL_H217	male	53.0	53.0	53.0	1	93bd7418-2601-4878-bd83-84df45d4e570	aidav2::93bd7418-2601-4878-bd83-84df45d4e570	aidav2::SG_HEL_H217::93bd7418-2601-4878-bd83-84df45d4e570	(45.0, 60.0]	male	1	42	3	1	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	SG_HEL_H220	aidav2::SG_HEL_H220	male	53.0	53.0	53.0	1	62205b23-8dfe-4f42-802c-2ae3824bfec0	aidav2::62205b23-8dfe-4f42-802c-2ae3824bfec0	aidav2::SG_HEL_H220::62205b23-8dfe-4f42-802c-2ae3824bfec0	(45.0, 60.0]	male	2	42	3	2	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	SG_HEL_H222	aidav2::SG_HEL_H222	female	45.0	45.0	45.0	1	e5ed758d-c66d-4b72-a4e9-9928637271d4	aidav2::e5ed758d-c66d-4b72-a4e9-9928637271d4	aidav2::SG_HEL_H222::e5ed758d-c66d-4b72-a4e9-9928637271d4	(30.0, 45.0]	female	1	42	3	1	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	SG_HEL_H226	aidav2::SG_HEL_H226	female	44.0	44.0	44.0	1	a3d2c523-8fde-42d8-a154-1d4731529dc2	aidav2::a3d2c523-8fde-42d8-a154-1d4731529dc2	aidav2::SG_HEL_H226::a3d2c523-8fde-42d8-a154-1d4731529dc2	(30.0, 45.0]	female	0	42	3	0	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	SG_HEL_H227	aidav2::SG_HEL_H227	female	50.0	50.0	50.0	1	d47f6567-08e7-4435-ac49-9ed2795e5917	aidav2::d47f6567-08e7-4435-ac49-9ed2795e5917	aidav2::SG_HEL_H227::d47f6567-08e7-4435-ac49-9ed2795e5917	(45.0, 60.0]	female	0	42	3	0	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	SG_HEL_H229	aidav2::SG_HEL_H229	female	58.0	58.0	58.0	1	46a959de-8b43-4ee2-9c02-6d040350ed30	aidav2::46a959de-8b43-4ee2-9c02-6d040350ed30	aidav2::SG_HEL_H229::46a959de-8b43-4ee2-9c02-6d040350ed30	(45.0, 60.0]	female	2	42	3	2	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	SG_HEL_H230	aidav2::SG_HEL_H230	female	49.0	49.0	49.0	1	95380ff1-8996-4b04-9d96-1bffdd499d4e	aidav2::95380ff1-8996-4b04-9d96-1bffdd499d4e	aidav2::SG_HEL_H230::95380ff1-8996-4b04-9d96-1bffdd499d4e	(45.0, 60.0]	female	0	42	3	0	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	SG_HEL_H231	aidav2::SG_HEL_H231	male	56.0	56.0	56.0	1	3f0d6c11-9177-4c70-97f6-ab0313b07baf	aidav2::3f0d6c11-9177-4c70-97f6-ab0313b07baf	aidav2::SG_HEL_H231::3f0d6c11-9177-4c70-97f6-ab0313b07baf	(45.0, 60.0]	male	1	42	3	1	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	SG_HEL_H234	aidav2::SG_HEL_H234	female	48.0	48.0	48.0	1	66a7823b-01c2-48e7-b89b-c97d0f8f2c29	aidav2::66a7823b-01c2-48e7-b89b-c97d0f8f2c29	aidav2::SG_HEL_H234::66a7823b-01c2-48e7-b89b-c97d0f8f2c29	(45.0, 60.0]	female	0	42	3	0	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	SG_HEL_H237	aidav2::SG_HEL_H237	female	65.0	65.0	65.0	1	b6a8b01f-4e8c-4b29-bc64-7d2b28738c31	aidav2::b6a8b01f-4e8c-4b29-bc64-7d2b28738c31	aidav2::SG_HEL_H237::b6a8b01f-4e8c-4b29-bc64-7d2b28738c31	(60.0, 75.0]	female	1	42	3	1	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	SG_HEL_H241	aidav2::SG_HEL_H241	male	49.0	49.0	49.0	1	8b66194a-f1de-4374-896e-4c50847b85c8	aidav2::8b66194a-f1de-4374-896e-4c50847b85c8	aidav2::SG_HEL_H241::8b66194a-f1de-4374-896e-4c50847b85c8	(45.0, 60.0]	male	1	42	3	1	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	SG_HEL_H242	aidav2::SG_HEL_H242	female	67.0	67.0	67.0	1	d5759996-8062-4d52-aed3-5a9c69deffbe	aidav2::d5759996-8062-4d52-aed3-5a9c69deffbe	aidav2::SG_HEL_H242::d5759996-8062-4d52-aed3-5a9c69deffbe	(60.0, 75.0]	female	1	42	3	1	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	SG_HEL_H245	aidav2::SG_HEL_H245	male	45.0	45.0	45.0	1	3415ab65-0286-40cf-8afa-9ca60fcbc636	aidav2::3415ab65-0286-40cf-8afa-9ca60fcbc636	aidav2::SG_HEL_H245::3415ab65-0286-40cf-8afa-9ca60fcbc636	(30.0, 45.0]	male	0	42	3	0	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	SG_HEL_H248	aidav2::SG_HEL_H248	male	48.0	48.0	48.0	1	d7167d6e-b42d-4963-9c2a-11862d69be44	aidav2::d7167d6e-b42d-4963-9c2a-11862d69be44	aidav2::SG_HEL_H248::d7167d6e-b42d-4963-9c2a-11862d69be44	(45.0, 60.0]	male	1	42	3	1	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	SG_HEL_H249	aidav2::SG_HEL_H249	female	43.0	43.0	43.0	1	51ca0eeb-e47b-4ba8-a615-76c0add46924	aidav2::51ca0eeb-e47b-4ba8-a615-76c0add46924	aidav2::SG_HEL_H249::51ca0eeb-e47b-4ba8-a615-76c0add46924	(30.0, 45.0]	female	1	42	3	1	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	SG_HEL_H253	aidav2::SG_HEL_H253	male	52.0	52.0	52.0	1	4bab1869-6712-43dd-a646-0f9daf62a47e	aidav2::4bab1869-6712-43dd-a646-0f9daf62a47e	aidav2::SG_HEL_H253::4bab1869-6712-43dd-a646-0f9daf62a47e	(45.0, 60.0]	male	2	42	3	2	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	SG_HEL_H254	aidav2::SG_HEL_H254	female	31.0	31.0	31.0	1	a8f6f323-34ab-4e9e-bb4b-eab0d3ae8bc5	aidav2::a8f6f323-34ab-4e9e-bb4b-eab0d3ae8bc5	aidav2::SG_HEL_H254::a8f6f323-34ab-4e9e-bb4b-eab0d3ae8bc5	(30.0, 45.0]	female	2	42	3	2	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	SG_HEL_H257	aidav2::SG_HEL_H257	male	62.0	62.0	62.0	1	71f314ac-e7d2-4e4d-bfc4-3213f3a62430	aidav2::71f314ac-e7d2-4e4d-bfc4-3213f3a62430	aidav2::SG_HEL_H257::71f314ac-e7d2-4e4d-bfc4-3213f3a62430	(60.0, 75.0]	male	1	42	3	1	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	SG_HEL_H258	aidav2::SG_HEL_H258	male	47.0	47.0	47.0	1	34e5c057-1263-432c-8135-1823aaeb143b	aidav2::34e5c057-1263-432c-8135-1823aaeb143b	aidav2::SG_HEL_H258::34e5c057-1263-432c-8135-1823aaeb143b	(45.0, 60.0]	male	0	42	3	0	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	SG_HEL_H261	aidav2::SG_HEL_H261	male	46.0	46.0	46.0	1	c53c9429-7233-4c29-b349-a66aa45789ba	aidav2::c53c9429-7233-4c29-b349-a66aa45789ba	aidav2::SG_HEL_H261::c53c9429-7233-4c29-b349-a66aa45789ba	(45.0, 60.0]	male	1	42	3	1	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	SG_HEL_H262	aidav2::SG_HEL_H262	female	43.0	43.0	43.0	1	81bf380c-2f9a-4abb-ada5-f4ee1e6e1871	aidav2::81bf380c-2f9a-4abb-ada5-f4ee1e6e1871	aidav2::SG_HEL_H262::81bf380c-2f9a-4abb-ada5-f4ee1e6e1871	(30.0, 45.0]	female	2	42	3	2	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	SG_HEL_H266	aidav2::SG_HEL_H266	female	51.0	51.0	51.0	1	7fc32f58-5c96-4b27-959f-a9b94900a30c	aidav2::7fc32f58-5c96-4b27-959f-a9b94900a30c	aidav2::SG_HEL_H266::7fc32f58-5c96-4b27-959f-a9b94900a30c	(45.0, 60.0]	female	2	42	3	2	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	SG_HEL_H269	aidav2::SG_HEL_H269	female	55.0	55.0	55.0	1	e38adbf2-1a10-4b3c-827c-8065e933dfae	aidav2::e38adbf2-1a10-4b3c-827c-8065e933dfae	aidav2::SG_HEL_H269::e38adbf2-1a10-4b3c-827c-8065e933dfae	(45.0, 60.0]	female	0	42	3	0	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	SG_HEL_H270	aidav2::SG_HEL_H270	male	45.0	45.0	45.0	1	373ce028-3775-4791-9a75-d8abb3b57455	aidav2::373ce028-3775-4791-9a75-d8abb3b57455	aidav2::SG_HEL_H270::373ce028-3775-4791-9a75-d8abb3b57455	(30.0, 45.0]	male	2	42	3	2	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	SG_HEL_H271	aidav2::SG_HEL_H271	male	36.0	36.0	36.0	1	e68c2260-9a3b-4b0c-8fea-95de1f80880a	aidav2::e68c2260-9a3b-4b0c-8fea-95de1f80880a	aidav2::SG_HEL_H271::e68c2260-9a3b-4b0c-8fea-95de1f80880a	(30.0, 45.0]	male	1	42	3	1	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	SG_HEL_H273	aidav2::SG_HEL_H273	male	56.0	56.0	56.0	1	e00cc826-1934-4595-a640-faf184bde01c	aidav2::e00cc826-1934-4595-a640-faf184bde01c	aidav2::SG_HEL_H273::e00cc826-1934-4595-a640-faf184bde01c	(45.0, 60.0]	male	1	42	3	1	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	SG_HEL_H274	aidav2::SG_HEL_H274	male	49.0	49.0	49.0	1	79e6137d-76ef-48c0-9a1c-50e62b52ccaa	aidav2::79e6137d-76ef-48c0-9a1c-50e62b52ccaa	aidav2::SG_HEL_H274::79e6137d-76ef-48c0-9a1c-50e62b52ccaa	(45.0, 60.0]	male	2	42	3	2	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	SG_HEL_H275	aidav2::SG_HEL_H275	male	46.0	46.0	46.0	1	d1fdda0d-dbff-4371-8457-427aef2c9f87	aidav2::d1fdda0d-dbff-4371-8457-427aef2c9f87	aidav2::SG_HEL_H275::d1fdda0d-dbff-4371-8457-427aef2c9f87	(45.0, 60.0]	male	0	42	3	0	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	SG_HEL_H276	aidav2::SG_HEL_H276	female	51.0	51.0	51.0	1	e57a8edc-d66a-4ead-8c58-7c7258521f99	aidav2::e57a8edc-d66a-4ead-8c58-7c7258521f99	aidav2::SG_HEL_H276::e57a8edc-d66a-4ead-8c58-7c7258521f99	(45.0, 60.0]	female	2	42	3	2	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	SG_HEL_H277	aidav2::SG_HEL_H277	male	46.0	46.0	46.0	1	55bbe9e0-6aba-4b84-b6de-200266ebe18f	aidav2::55bbe9e0-6aba-4b84-b6de-200266ebe18f	aidav2::SG_HEL_H277::55bbe9e0-6aba-4b84-b6de-200266ebe18f	(45.0, 60.0]	male	1	42	3	1	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	SG_HEL_H281	aidav2::SG_HEL_H281	male	61.0	61.0	61.0	1	752e4fd4-32d1-4373-9cbc-1b640fa25ad9	aidav2::752e4fd4-32d1-4373-9cbc-1b640fa25ad9	aidav2::SG_HEL_H281::752e4fd4-32d1-4373-9cbc-1b640fa25ad9	(60.0, 75.0]	male	1	42	3	1	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	SG_HEL_H283	aidav2::SG_HEL_H283	female	59.0	59.0	59.0	1	506f31a7-cf4d-48a9-94ca-8a0cdf7155b8	aidav2::506f31a7-cf4d-48a9-94ca-8a0cdf7155b8	aidav2::SG_HEL_H283::506f31a7-cf4d-48a9-94ca-8a0cdf7155b8	(45.0, 60.0]	female	1	42	3	1	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	SG_HEL_H285	aidav2::SG_HEL_H285	male	56.0	56.0	56.0	1	b1818244-6cb3-45c2-8586-f84633a1c209	aidav2::b1818244-6cb3-45c2-8586-f84633a1c209	aidav2::SG_HEL_H285::b1818244-6cb3-45c2-8586-f84633a1c209	(45.0, 60.0]	male	0	42	3	0	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	SG_HEL_H288	aidav2::SG_HEL_H288	female	33.0	33.0	33.0	1	9d83df9b-ca06-44f2-81f5-7c5551d2bb80	aidav2::9d83df9b-ca06-44f2-81f5-7c5551d2bb80	aidav2::SG_HEL_H288::9d83df9b-ca06-44f2-81f5-7c5551d2bb80	(30.0, 45.0]	female	0	42	3	0	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	SG_HEL_H289	aidav2::SG_HEL_H289	male	30.0	30.0	30.0	1	31a33c77-fbee-4d70-86f5-be688d7111fb	aidav2::31a33c77-fbee-4d70-86f5-be688d7111fb	aidav2::SG_HEL_H289::31a33c77-fbee-4d70-86f5-be688d7111fb	(-0.001, 30.0]	male	0	42	3	0	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	SG_HEL_H290	aidav2::SG_HEL_H290	male	56.0	56.0	56.0	1	fafcbe8f-d773-441c-a87f-5595382005ad	aidav2::fafcbe8f-d773-441c-a87f-5595382005ad	aidav2::SG_HEL_H290::fafcbe8f-d773-441c-a87f-5595382005ad	(45.0, 60.0]	male	0	42	3	0	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	SG_HEL_H291	aidav2::SG_HEL_H291	female	39.0	39.0	39.0	1	8702f54c-c101-46aa-8d10-378213e3bcde	aidav2::8702f54c-c101-46aa-8d10-378213e3bcde	aidav2::SG_HEL_H291::8702f54c-c101-46aa-8d10-378213e3bcde	(30.0, 45.0]	female	0	42	3	0	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	SG_HEL_H292	aidav2::SG_HEL_H292	male	42.0	42.0	42.0	1	1166bcf1-dbe9-49ad-87a4-a9a6d9d4a331	aidav2::1166bcf1-dbe9-49ad-87a4-a9a6d9d4a331	aidav2::SG_HEL_H292::1166bcf1-dbe9-49ad-87a4-a9a6d9d4a331	(30.0, 45.0]	male	2	42	3	2	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	SG_HEL_H294	aidav2::SG_HEL_H294	male	34.0	34.0	34.0	1	851620f3-1dd0-451c-8d8c-b2a682fe3e35	aidav2::851620f3-1dd0-451c-8d8c-b2a682fe3e35	aidav2::SG_HEL_H294::851620f3-1dd0-451c-8d8c-b2a682fe3e35	(30.0, 45.0]	male	2	42	3	2	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	SG_HEL_H295	aidav2::SG_HEL_H295	male	33.0	33.0	33.0	1	5ec0d18f-dd4f-4906-ae31-5d28e1380778	aidav2::5ec0d18f-dd4f-4906-ae31-5d28e1380778	aidav2::SG_HEL_H295::5ec0d18f-dd4f-4906-ae31-5d28e1380778	(30.0, 45.0]	male	2	42	3	2	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	SG_HEL_H298	aidav2::SG_HEL_H298	male	37.0	37.0	37.0	1	c4119f74-27e0-472d-82e5-a56983dc7ecc	aidav2::c4119f74-27e0-472d-82e5-a56983dc7ecc	aidav2::SG_HEL_H298::c4119f74-27e0-472d-82e5-a56983dc7ecc	(30.0, 45.0]	male	0	42	3	0	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	SG_HEL_H299	aidav2::SG_HEL_H299	male	49.0	49.0	49.0	1	12535f7d-637f-4fc0-ae6d-402acf854eba	aidav2::12535f7d-637f-4fc0-ae6d-402acf854eba	aidav2::SG_HEL_H299::12535f7d-637f-4fc0-ae6d-402acf854eba	(45.0, 60.0]	male	2	42	3	2	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	SG_HEL_H301	aidav2::SG_HEL_H301	female	49.0	49.0	49.0	1	ac210178-f913-4703-b5d4-7aaab819ccef	aidav2::ac210178-f913-4703-b5d4-7aaab819ccef	aidav2::SG_HEL_H301::ac210178-f913-4703-b5d4-7aaab819ccef	(45.0, 60.0]	female	2	42	3	2	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	SG_HEL_H303	aidav2::SG_HEL_H303	male	33.0	33.0	33.0	1	fb9c15f6-18ab-49c4-9ee4-e9ee963274bc	aidav2::fb9c15f6-18ab-49c4-9ee4-e9ee963274bc	aidav2::SG_HEL_H303::fb9c15f6-18ab-49c4-9ee4-e9ee963274bc	(30.0, 45.0]	male	1	42	3	1	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	SG_HEL_H304	aidav2::SG_HEL_H304	female	30.0	30.0	30.0	1	04d2251a-48d4-493e-98a0-64b4728164ec	aidav2::04d2251a-48d4-493e-98a0-64b4728164ec	aidav2::SG_HEL_H304::04d2251a-48d4-493e-98a0-64b4728164ec	(-0.001, 30.0]	female	1	42	3	1	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	SG_HEL_H308	aidav2::SG_HEL_H308	male	75.0	75.0	75.0	1	4066d30f-c666-4578-8268-1820de73fb08	aidav2::4066d30f-c666-4578-8268-1820de73fb08	aidav2::SG_HEL_H308::4066d30f-c666-4578-8268-1820de73fb08	(60.0, 75.0]	male	0	42	3	0	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	SG_HEL_H313	aidav2::SG_HEL_H313	female	55.0	55.0	55.0	1	0e8d52e0-96a7-4921-853b-ec4f99ac3629	aidav2::0e8d52e0-96a7-4921-853b-ec4f99ac3629	aidav2::SG_HEL_H313::0e8d52e0-96a7-4921-853b-ec4f99ac3629	(45.0, 60.0]	female	2	42	3	2	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	SG_HEL_H314	aidav2::SG_HEL_H314	male	52.0	52.0	52.0	1	f410f74f-3ac7-4e91-a55f-589a90136a5d	aidav2::f410f74f-3ac7-4e91-a55f-589a90136a5d	aidav2::SG_HEL_H314::f410f74f-3ac7-4e91-a55f-589a90136a5d	(45.0, 60.0]	male	1	42	3	1	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	SG_HEL_H315	aidav2::SG_HEL_H315	male	35.0	35.0	35.0	1	71eb68a0-8819-4249-b3af-3d022642ebfe	aidav2::71eb68a0-8819-4249-b3af-3d022642ebfe	aidav2::SG_HEL_H315::71eb68a0-8819-4249-b3af-3d022642ebfe	(30.0, 45.0]	male	0	42	3	0	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	SG_HEL_H316	aidav2::SG_HEL_H316	male	30.0	30.0	30.0	1	45e4cb84-e7c7-4a05-9391-fe1cfc0a94f1	aidav2::45e4cb84-e7c7-4a05-9391-fe1cfc0a94f1	aidav2::SG_HEL_H316::45e4cb84-e7c7-4a05-9391-fe1cfc0a94f1	(-0.001, 30.0]	male	0	42	3	0	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	SG_HEL_H318	aidav2::SG_HEL_H318	male	39.0	39.0	39.0	1	73c7d1f0-95e3-44d9-8230-38041750e4a3	aidav2::73c7d1f0-95e3-44d9-8230-38041750e4a3	aidav2::SG_HEL_H318::73c7d1f0-95e3-44d9-8230-38041750e4a3	(30.0, 45.0]	male	1	42	3	1	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	SG_HEL_H319	aidav2::SG_HEL_H319	female	49.0	49.0	49.0	1	41256a52-a58b-4902-9915-f65f89a5e7df	aidav2::41256a52-a58b-4902-9915-f65f89a5e7df	aidav2::SG_HEL_H319::41256a52-a58b-4902-9915-f65f89a5e7df	(45.0, 60.0]	female	0	42	3	0	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	SG_HEL_H320	aidav2::SG_HEL_H320	female	69.0	69.0	69.0	1	1e6c48f2-5715-4b90-97f0-0bef3e73595e	aidav2::1e6c48f2-5715-4b90-97f0-0bef3e73595e	aidav2::SG_HEL_H320::1e6c48f2-5715-4b90-97f0-0bef3e73595e	(60.0, 75.0]	female	0	42	3	0	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	SG_HEL_H323	aidav2::SG_HEL_H323	male	37.0	37.0	37.0	1	34219671-d119-49b2-b43f-f609aec32e82	aidav2::34219671-d119-49b2-b43f-f609aec32e82	aidav2::SG_HEL_H323::34219671-d119-49b2-b43f-f609aec32e82	(30.0, 45.0]	male	2	42	3	2	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	SG_HEL_H325	aidav2::SG_HEL_H325	male	67.0	67.0	67.0	1	f2f7c128-17b3-481a-982a-453ca60df6a2	aidav2::f2f7c128-17b3-481a-982a-453ca60df6a2	aidav2::SG_HEL_H325::f2f7c128-17b3-481a-982a-453ca60df6a2	(60.0, 75.0]	male	1	42	3	1	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	SG_HEL_H331	aidav2::SG_HEL_H331	male	75.0	75.0	75.0	1	2b1253fa-2107-455c-96d3-d436204538bb	aidav2::2b1253fa-2107-455c-96d3-d436204538bb	aidav2::SG_HEL_H331::2b1253fa-2107-455c-96d3-d436204538bb	(60.0, 75.0]	male	0	42	3	0	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	SG_HEL_H336	aidav2::SG_HEL_H336	male	72.0	72.0	72.0	1	0537d87d-fd3e-4b67-8040-ca32dff9615c	aidav2::0537d87d-fd3e-4b67-8040-ca32dff9615c	aidav2::SG_HEL_H336::0537d87d-fd3e-4b67-8040-ca32dff9615c	(60.0, 75.0]	male	0	42	3	0	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	SG_HEL_H338	aidav2::SG_HEL_H338	female	53.0	53.0	53.0	1	f37072d4-91e9-4e32-9124-d78ab9729f3a	aidav2::f37072d4-91e9-4e32-9124-d78ab9729f3a	aidav2::SG_HEL_H338::f37072d4-91e9-4e32-9124-d78ab9729f3a	(45.0, 60.0]	female	1	42	3	1	True
